variant,epsilon,rep,spearman_rho,spearman_p,qini_coef,auuc,n_synth,treat_ratio_synth,conv_rate_synth,is_degenerate
imbalance_baseline,10.0,0,0.3876518131195264,0.0,10.47524271047746,0.05253863038283812,44799,0.6670684613495836,0.009018058438804438,0
imbalance_baseline,10.0,1,0.3824413593846269,0.0,10.598132112360986,0.0523259316728395,44800,0.66703125,0.009040178571428572,0
imbalance_baseline,10.0,2,0.3896317167390393,0.0,10.477043837589122,0.05255795011096878,44798,0.6670833519353543,0.008973614893522032,0
imbalance_baseline,10.0,3,0.3866974713716743,0.0,11.561434929201823,0.052523643231280816,44799,0.6670907832764125,0.008951092658318265,0
imbalance_baseline,10.0,4,0.3795342380794761,0.0,10.654098385005113,0.052520535092898626,44797,0.6671205661093377,0.008973815210840012,0
imbalance_baseline,10.0,5,0.38812441702909073,0.0,11.410177775311126,0.05294202750671973,44797,0.6671205661093377,0.008973815210840012,0
imbalance_baseline,10.0,6,0.3814140822223491,0.0,13.86875380609274,0.05295827854272156,44799,0.6671577490568986,0.009018058438804438,0
imbalance_baseline,10.0,7,0.3842920813424012,0.0,11.595412441692247,0.052704569853157884,44799,0.6670238174959262,0.00897341458514699,0
imbalance_baseline,10.0,8,0.3833459426627895,0.0,10.239895434564914,0.05245840264138932,44801,0.6670386821722729,0.009017655855896074,0
imbalance_baseline,10.0,9,0.3855889808619086,0.0,11.953836736895596,0.05254807688090799,44800,0.6670758928571429,0.009017857142857143,0
imbalance_baseline,inf,0,0.3851427851880469,0.0,7.424996423543234,0.05193683272230851,44799,0.6670907832764125,0.009018058438804438,0
imbalance_baseline,inf,1,0.3849510334861376,0.0,11.614680749437866,0.052655003022727825,44800,0.6670982142857143,0.009017857142857143,0
imbalance_baseline,inf,2,0.38603853814038874,0.0,11.52886454726763,0.05257317890479,44799,0.6671131052032412,0.009018058438804438,0
imbalance_baseline,inf,3,0.38235949528607305,0.0,12.600910413469933,0.05267842345032378,44799,0.6670907832764125,0.009018058438804438,0
imbalance_baseline,inf,4,0.37891485562819627,0.0,10.126780899609912,0.0521174245617517,44799,0.6670907832764125,0.009018058438804438,0
imbalance_baseline,inf,5,0.3860572156037105,0.0,13.230066627631913,0.05313653234224895,44799,0.6670907832764125,0.00897341458514699,0
imbalance_baseline,inf,6,0.3841270576415705,0.0,11.883836682173865,0.052669974001979675,44799,0.6670907832764125,0.008995736511975714,0
imbalance_baseline,inf,7,0.3852657670110456,0.0,10.527081400157499,0.05240243481499886,44799,0.6671131052032412,0.008995736511975714,0
imbalance_baseline,inf,8,0.38328312062841186,0.0,11.456106516656291,0.05273332314973496,44800,0.6670982142857143,0.009017857142857143,0
imbalance_baseline,inf,9,0.3828745556011591,0.0,9.34479154533426,0.051989631032655914,44800,0.6670758928571429,0.009017857142857143,0
imbalance_20,0.1,0,0.10430253225684849,1.377552228000996e-47,-1.7887443626831327,0.05012172569867529,44783,0.6638679856195431,0.014112498046133577,0
imbalance_20,0.1,1,0.07912832567738329,4.724638647118546e-28,-3.1725165513730644,0.050224188002446234,44863,0.6658939437844104,0.009562445667922342,0
imbalance_20,0.1,2,-0.038851105340032485,7.242469625545591e-08,-7.120136898168312,0.04927547158743589,44686,0.664816721120709,0.009779349236897463,0
imbalance_20,0.1,3,0.07846617710059066,1.305253296255837e-27,-0.5190247959856151,0.05070952098274373,44689,0.6685761596813533,0.007697643715455705,0
imbalance_20,0.1,4,0.13105863282930155,2.5987312907058657e-74,13.307440046466581,0.05040667884382968,44643,0.6701834554129427,0.008803171829850144,0
imbalance_20,0.1,5,-0.09220836273548808,1.5729925007534772e-37,-5.624432164190239,0.0467316976870292,44603,0.6694392753850638,0.012061968925857005,0
imbalance_20,0.1,6,0.39025067494785187,0.0,-16.884422204832845,0.051933349672491594,44845,0.669862860965548,0.011327907236035233,1
imbalance_20,0.1,7,0.2476002765281592,4.216438643895563e-266,-33.20075766163035,0.048503965762417514,44786,0.6590675657571563,0.005961684454963605,1
imbalance_20,0.1,8,0.16783243364410702,2.6528491060049668e-121,-44.07108510872814,0.04697867331855492,44848,0.6608098465929362,0.011839992864787728,1
imbalance_20,0.1,9,0.07290530909921017,4.746961938094054e-24,4.839403407913892,0.05004922695945593,44883,0.6657086201902724,0.011897600427778892,0
imbalance_20,0.5,0,0.3670451637659937,0.0,36.698696606235785,0.06021421701489281,44798,0.6667038707085138,0.010692441626858342,0
imbalance_20,0.5,1,0.12503984599808476,9.290001164847752e-68,6.773532499634598,0.052121529200742416,44808,0.6662872701303338,0.009775040171397964,0
imbalance_20,0.5,2,0.36378301004855135,0.0,36.3145874879516,0.05955343129151149,44790,0.6666220138423755,0.00971198928332217,0
imbalance_20,0.5,3,0.46626229336956326,0.0,45.11510093425659,0.06295978196068422,44790,0.6665327081937933,0.009890600580486715,0
imbalance_20,0.5,4,0.40055594030739733,0.0,39.84325816389787,0.061442121983308166,44761,0.6670092267822435,0.009249123120573714,0
imbalance_20,0.5,5,0.07074851499338268,9.716960231435638e-23,-1.9551797648372258,0.050747887732970336,44777,0.666547557898028,0.009580811577372311,0
imbalance_20,0.5,6,0.06586933847128756,6.453491726433087e-20,-1.951014658391614,0.05232082325756293,44792,0.6672173602429006,0.009555277728165744,0
imbalance_20,0.5,7,0.44331029270178535,0.0,45.90401337086712,0.06236151116506581,44799,0.6663764816178932,0.008727873390031027,0
imbalance_20,0.5,8,0.0876459270368182,4.647277427652602e-34,-1.9568307980227928,0.052450987167039234,44809,0.6659599634002098,0.009529335624539713,0
imbalance_20,0.5,9,0.04846129483737012,1.835995521924905e-11,-7.76664772252002,0.051363096264212905,44809,0.6670534937177799,0.010087259255953045,0
imbalance_20,1.0,0,0.4424190706199314,0.0,43.69207918392681,0.06134027763834541,44801,0.6667261891475637,0.010200665163724023,0
imbalance_20,1.0,1,0.11251845995495373,3.90652476175343e-55,11.727026053022428,0.05305355315836466,44810,0.6665030127203749,0.009618388752510601,0
imbalance_20,1.0,2,0.42928678365692174,0.0,43.27335465396709,0.06153368013234266,44793,0.666711316500346,0.009421114906346974,0
imbalance_20,1.0,3,0.4837408824046287,0.0,48.10718582487959,0.06312302548492439,44796,0.6666220198231985,0.009621394767389945,0
imbalance_20,1.0,4,0.42664668042977827,0.0,44.21660116995099,0.06122275381676886,44782,0.6668750837390023,0.009535081059354205,0
imbalance_20,1.0,5,0.07218972940738368,1.3053960044582003e-23,-1.2145975723869924,0.05151677937132599,44788,0.6666294543181209,0.009533803697418951,0
imbalance_20,1.0,6,0.4494057149959046,0.0,41.720520419418904,0.06178921288142373,44794,0.6666517837210341,0.00975577086216904,0
imbalance_20,1.0,7,0.4199376564957751,0.0,41.75982626628081,0.061553547482057006,44799,0.666555057032523,0.009018058438804438,0
imbalance_20,1.0,8,0.0692238579820767,7.777529307560826e-22,-7.36463990356458,0.051360055500328496,44807,0.6663467761733658,0.009953801861316312,0
imbalance_20,1.0,9,0.4404544544065224,0.0,46.83360133958843,0.061701853924526415,44799,0.6665773789593518,0.009732360097323601,0
imbalance_20,2.0,0,0.4080678597817928,0.0,39.823483289152136,0.06088906178560704,44800,0.6667410714285714,0.01,0
imbalance_20,2.0,1,0.4460572739874716,0.0,41.3297133596883,0.06147913865780761,44806,0.6666294692675088,0.009775476498683213,0
imbalance_20,2.0,2,0.43524270863843206,0.0,48.151125821705705,0.062495120085472075,44793,0.6667336414171857,0.009555064407385083,0
imbalance_20,2.0,3,0.4797058692669617,0.0,49.13289019144008,0.0627818921946617,44798,0.6667038707085138,0.009687932496986473,0
imbalance_20,2.0,4,0.39846647594694834,0.0,47.54198838491902,0.061163646841540686,44789,0.6668378396481279,0.00960057156891201,0
imbalance_20,2.0,5,0.47823606347109604,0.0,51.30656918900024,0.0626075781182142,44793,0.6668229410845444,0.00977831357578193,0
imbalance_20,2.0,6,0.4773024677831248,0.0,52.18202953567038,0.06260291217997341,44796,0.6667113135101348,0.009710688454326278,0
imbalance_20,2.0,7,0.38268740566048626,0.0,45.235476262880184,0.061677536820790496,44799,0.6666443447398379,0.009352887341235296,0
imbalance_20,2.0,8,0.06784957572643745,4.8795609613528055e-21,-7.979593479982327,0.05016646134577479,44803,0.6665401870410463,0.009820770930518046,0
imbalance_20,2.0,9,0.4290615770452824,0.0,40.09367111762924,0.06117334528413869,44799,0.6666666666666666,0.009732360097323601,0
imbalance_20,5.0,0,0.390697354843183,0.0,38.86746002772054,0.06083180533314855,44800,0.6667633928571428,0.00984375,0
imbalance_20,5.0,1,0.4725360851951974,0.0,45.184613183718966,0.061764913418791485,44802,0.6667336279630374,0.009754028837998304,0
imbalance_20,5.0,2,0.44206100579495294,0.0,38.27451397319737,0.06097478322152478,44797,0.6667633993347769,0.009643502913141505,0
imbalance_20,5.0,3,0.4658119458642959,0.0,46.47401381645864,0.06217954807768864,44799,0.6667336324471529,0.009710038170494878,0
imbalance_20,5.0,4,0.3775832731883558,0.0,38.90747882073083,0.06060303025877614,44795,0.6668154928005358,0.009666257394798526,0
imbalance_20,5.0,5,0.4531440127403805,0.0,45.91849743472301,0.06225710333346053,44797,0.6667633993347769,0.009710471683371654,0
imbalance_20,5.0,6,0.40816522903818603,0.0,38.330123772767365,0.061346857653584455,44798,0.666726193133622,0.009732577347203,0
imbalance_20,5.0,7,0.46462411300028034,0.0,51.69488093721145,0.0627078199804947,44799,0.6667113105203241,0.00955378468269381,0
imbalance_20,5.0,8,0.3877807664127866,0.0,33.55077669697994,0.060745737995647774,44802,0.6667113075309138,0.00966474710950404,0
imbalance_20,5.0,9,0.3834325231891671,0.0,35.62317981799549,0.060504922506598745,44799,0.6667113105203241,0.009754682024152325,0
imbalance_20,10.0,0,0.3772318557888727,0.0,35.23100315119075,0.06034815111940664,44800,0.6667633928571428,0.009821428571428571,0
imbalance_20,10.0,1,0.3926527952153007,0.0,34.89561827362297,0.060772639639070786,44801,0.6667261891475637,0.009754246556996495,0
imbalance_20,10.0,2,0.39999357362909504,0.0,34.99013992349933,0.06035596001486109,44798,0.6667485155587303,0.009665610071878208,0
imbalance_20,10.0,3,0.43582552655600715,0.0,43.60237930142216,0.061713144645295655,44799,0.6667336324471529,0.009732360097323601,0
imbalance_20,10.0,4,0.4484095240313817,0.0,46.569229650742614,0.06261680488631663,44797,0.6667633993347769,0.009688148759961605,0
imbalance_20,10.0,5,0.43804294068168054,0.0,44.77474419539101,0.06163886456442703,44798,0.6667708379838385,0.009754899772311264,0
imbalance_20,10.0,6,0.39875883941653095,0.0,37.79218714211004,0.06123039948427045,44799,0.6667559543739816,0.009710038170494878,0
imbalance_20,10.0,7,0.4445736175383597,0.0,43.924837339616374,0.06219011013222932,44799,0.6667559543739816,0.009620750463179981,0
imbalance_20,10.0,8,0.4440886801355682,0.0,43.703767748411565,0.06136764087139282,44801,0.6667261891475637,0.009709604696323744,0
imbalance_20,10.0,9,0.38902173591709444,0.0,36.38905283697056,0.06108229055715411,44799,0.6667559543739816,0.009732360097323601,0
imbalance_20,inf,0,0.40066548635409666,0.0,39.38194448244565,0.06141846085816886,44800,0.6667857142857143,0.009732142857142858,0
imbalance_20,inf,1,0.4772093590212293,0.0,47.1929074366069,0.0615713289741492,44800,0.6667410714285714,0.009732142857142858,0
imbalance_20,inf,2,0.3975789063399837,0.0,35.08261654363412,0.06035100552736077,44799,0.6667559543739816,0.009710038170494878,0
imbalance_20,inf,3,0.4638275714262007,0.0,45.55273729888779,0.06207580771931431,44799,0.6667559543739816,0.009732360097323601,0
imbalance_20,inf,4,0.4591619609048611,0.0,48.415328654884775,0.06263539476838316,44799,0.6667782763008103,0.009732360097323601,0
imbalance_20,inf,5,0.43702688025063985,0.0,43.77093478028053,0.06167509134424253,44799,0.6667559543739816,0.009710038170494878,0
imbalance_20,inf,6,0.391686777674829,0.0,39.29667237075705,0.06137652684760729,44799,0.6667559543739816,0.009754682024152325,0
imbalance_20,inf,7,0.38156126509208577,0.0,34.61740042010672,0.06025786300984169,44799,0.6667782763008103,0.009710038170494878,0
imbalance_20,inf,8,0.39391012335031894,0.0,38.42451409045816,0.060692675171226895,44800,0.6667633928571428,0.009732142857142858,0
imbalance_20,inf,9,0.41131129710898645,0.0,38.078266164998695,0.06114168401055581,44799,0.6667559543739816,0.009732360097323601,0
imbalance_05,0.1,0,0.12947542726675626,1.4764938835697932e-72,8.094434095086172,0.047358858672490255,44857,0.6624384154089663,0.01417838910315001,0
imbalance_05,0.1,1,0.17046226904149933,3.971316928839079e-125,31.259724249315582,0.05736546316840307,44849,0.6651876296015519,0.009409351379071998,0
imbalance_05,0.1,2,0.14990620552439374,6.828252755842685e-97,17.174647572426352,0.04789737678294015,44691,0.6649213488174353,0.010628538184421919,0
imbalance_05,0.1,3,0.1341863161177637,7.659694023783049e-78,14.167928524021704,0.04847608999888026,44768,0.6621470693352395,0.008867941386704789,0
imbalance_05,0.1,4,0.04992620882231321,4.4580022124340144e-12,9.435579608802072,0.05063096466958023,44604,0.668706842435656,0.009774908079992825,0
imbalance_05,0.1,5,0.21230445663687808,1.4647500751437876e-194,10.246799755159373,0.047052063048827114,44634,0.6689071111708563,0.014876551507819151,0
imbalance_05,0.1,6,0.29658501203337206,0.0,-25.362740277314174,0.05025717430433953,44823,0.6704593623809205,0.010864957722597773,1
imbalance_05,0.1,7,0.29023198447698556,0.0,-29.717771824399392,0.04960148315463648,44803,0.6609155636899314,0.007075419056759592,1
imbalance_05,0.1,8,0.372781371646352,0.0,-19.621178565649245,0.050624405767941506,44864,0.6606633380884451,0.011746611982881598,1
imbalance_05,0.1,9,0.10265055804118375,3.860416367537685e-46,-10.178469495363856,0.045527230124387544,44832,0.6665774446823698,0.010572805139186296,0
imbalance_05,0.5,0,0.17908843720315065,4.08458724731962e-138,10.095486316046276,0.056032366255920465,44805,0.666912174980471,0.010847003682624708,0
imbalance_05,0.5,1,0.1257707939049922,1.5453499324332563e-68,24.319005877897098,0.05364959217681875,44817,0.6667112925898655,0.010085458642925675,0
imbalance_05,0.5,2,0.15331441543644073,2.600307486247741e-101,14.674251621522558,0.05619783719710957,44792,0.6672173602429006,0.009912484372209323,0
imbalance_05,0.5,3,0.1954829348990044,1.0977713672635946e-164,16.076729265735935,0.05566144806150513,44794,0.6674554627851944,0.009331606911639952,0
imbalance_05,0.5,4,0.20055150509728908,2.087922927668433e-173,15.70614736252935,0.05604633131347014,44756,0.6672848333184378,0.009294843149521852,0
imbalance_05,0.5,5,0.1303425263930852,1.625734733507577e-73,23.25739153954953,0.05278403801452291,44774,0.6674632599276366,0.009760128646089248,0
imbalance_05,0.5,6,0.20000049050097957,1.9030408863210878e-172,18.269038671856492,0.055673096555267386,44789,0.6667485320056263,0.009712206122038894,0
imbalance_05,0.5,7,0.1730342665295584,6.273250196605342e-129,5.232611970459743,0.054543242367678324,44799,0.6666443447398379,0.008817161097345923,0
imbalance_05,0.5,8,0.15527330810647377,6.731039412627018e-104,9.280720200688165,0.05190325113316779,44803,0.6662277079659844,0.009709171260853067,0
imbalance_05,0.5,9,0.15445871238818362,8.091255366688691e-103,9.921977737631096,0.055813707542630306,44822,0.6665030565347374,0.01055285350943733,0
imbalance_05,1.0,0,0.1719824495664217,2.287520389861757e-127,13.745132696320184,0.055419208054019585,44804,0.6669493795196857,0.010356218194804036,0
imbalance_05,1.0,1,0.18996823063685783,1.803886860150899e-155,9.714979451985187,0.05406261831534206,44814,0.6667112955772749,0.00988530369973669,0
imbalance_05,1.0,2,0.1639941889211316,7.826071843581248e-116,15.672620131816984,0.056363069467615594,44793,0.6669568905855826,0.009510414573705713,0
imbalance_05,1.0,3,0.20284745199546877,1.9497304556779363e-177,6.948166782494468,0.05395683884128562,44796,0.6668899008840075,0.009733011876060363,0
imbalance_05,1.0,4,0.19205828475381181,6.263574723110941e-159,11.033948588139992,0.054977558850439784,44782,0.6671430485462909,0.009624402661783752,0
imbalance_05,1.0,5,0.1712242187801857,3.013263912356373e-126,5.583193858031564,0.05399469980641224,44790,0.6670685420852869,0.009979906229068988,0
imbalance_05,1.0,6,0.1924114024817982,1.615627287832056e-159,9.151264189543667,0.05457477585955619,44794,0.6668750279055231,0.009912041791311336,0
imbalance_05,1.0,7,0.12998027922077093,4.094003960485416e-73,10.213422618372988,0.05526117896107175,44799,0.666800598227639,0.009107346146119332,0
imbalance_05,1.0,8,0.1431119302625853,2.1673924122783396e-88,10.349745426630307,0.05606460036069457,44812,0.6666741051504061,0.009662590377577435,0
imbalance_05,1.0,9,0.16443889236956957,1.8476649657309018e-116,8.442877144212957,0.053863783969668795,44799,0.6668229201544678,0.009866291658295945,0
imbalance_05,2.0,0,0.18158762395145697,5.261251727631142e-142,6.663757554532253,0.05396455491345546,44800,0.6669866071428572,0.010111607142857143,0
imbalance_05,2.0,1,0.2030514139739967,8.503302043937109e-178,6.094132343755859,0.05436407199322334,44806,0.6668749721019507,0.009864750256662055,0
imbalance_05,2.0,2,0.18352823300847124,4.5799586776668596e-145,6.913889082152309,0.054431443911544905,44793,0.6669792155024222,0.009666688991583506,0
imbalance_05,2.0,3,0.1873373718953182,3.573277587917624e-151,8.8430650743162,0.05411156951036308,44798,0.666971739809813,0.009777222197419527,0
imbalance_05,2.0,4,0.1784072100376703,4.5872965081350005e-137,9.687324646126285,0.05478522953219234,44789,0.667083435665007,0.009712206122038894,0
imbalance_05,2.0,5,0.1473818232158811,1.0987318644798388e-93,7.68503415027692,0.0537399361116806,44793,0.6670461902529413,0.00991226307682004,0
imbalance_05,2.0,6,0.1963686135321634,3.4197946067526635e-166,9.007830681543737,0.054710611291247435,44796,0.6669345477274756,0.009866952406464864,0
imbalance_05,2.0,7,0.19022842527726902,6.725993461421439e-156,6.322331396444156,0.05487218955887207,44799,0.6668898859349539,0.009464496975378914,0
imbalance_05,2.0,8,0.1440440299968963,1.5625540415438603e-89,9.721546061246272,0.05576624767654809,44806,0.6668526536624559,0.009775476498683213,0
imbalance_05,2.0,9,0.18624912154797257,2.0497940138368144e-149,5.718353438362783,0.053888475959010085,44799,0.6669122078617826,0.009888613585124668,0
imbalance_05,5.0,0,0.181097094673585,3.084170730800987e-141,5.242293028684344,0.05379529300470893,44800,0.6670089285714286,0.009955357142857143,0
imbalance_05,5.0,1,0.19165646612071416,2.9177832977753167e-158,5.49321254941583,0.05409320255788098,44802,0.6669345118521495,0.009865630998616133,0
imbalance_05,5.0,2,0.19480343004319486,1.5536670717004658e-163,9.927231025039987,0.054930627617987664,44797,0.6670089514922874,0.009799763377011854,0
imbalance_05,5.0,3,0.18293998202445294,3.9098652443734434e-144,5.86628976414147,0.0537837168866988,44799,0.6669568517154401,0.009799325877809772,0
imbalance_05,5.0,4,0.18483655801503354,3.785513400249067e-147,5.318334363926169,0.054248273170567664,44795,0.6670610559214198,0.009777876995200357,0
imbalance_05,5.0,5,0.18391894792218558,1.097821055517202e-145,4.356832674196994,0.054292010081075384,44797,0.6670089514922874,0.009844409223831953,0
imbalance_05,5.0,6,0.18686065333159785,2.1125453525620477e-150,6.885934088441445,0.05410124940031924,44798,0.666971739809813,0.009821867047636055,0
imbalance_05,5.0,7,0.13660913760283347,1.2311252702802483e-80,5.8291227557245975,0.05462704195167254,44799,0.6669791736422688,0.009643072390008705,0
imbalance_05,5.0,8,0.13802267365450988,2.73162046381964e-82,14.367159448999018,0.055323290329090974,44802,0.6669345118521495,0.009798669702245435,0
imbalance_05,5.0,9,0.1658394531440486,1.907703534553673e-118,7.024639637773475,0.054567159211698184,44799,0.6669791736422688,0.009821647804638496,0
imbalance_05,10.0,0,0.19380227333710603,7.570336363044589e-162,6.511130793566963,0.05426506752611921,44800,0.6670089285714286,0.009910714285714285,0
imbalance_05,10.0,1,0.20420300649473927,7.716773508715943e-180,4.253605576614859,0.05407953846993943,44801,0.6669717193812638,0.009843530278342002,0
imbalance_05,10.0,2,0.1871744316819524,6.562665706075863e-151,9.77173371774063,0.055034752415757233,44798,0.6669940622349212,0.009777222197419527,0
imbalance_05,10.0,3,0.1490352945228354,8.850795896738834e-96,8.574528279024662,0.053907687620791726,44799,0.6670014955690975,0.00984396973146722,0
imbalance_05,10.0,4,0.16591412578787318,1.4932103289701393e-118,4.752574071743425,0.05462614164604764,44797,0.6670312744156974,0.009822086300421903,0
imbalance_05,10.0,5,0.1800372377945205,1.383775813838507e-139,2.9640548499490933,0.054450571152946006,44798,0.6669940622349212,0.009844189472744319,0
imbalance_05,10.0,6,0.1975849400250026,2.8385979825657337e-168,7.205971862079423,0.05430832566741222,44799,0.6670014955690975,0.00984396973146722,0
imbalance_05,10.0,7,0.20072576393854835,1.0365820241087853e-173,5.329685217077326,0.054673512694478496,44799,0.6669791736422688,0.009754682024152325,0
imbalance_05,10.0,8,0.19816333009281206,2.875608637824792e-169,8.415391194020685,0.054696553277566784,44801,0.6669717193812638,0.009843530278342002,0
imbalance_05,10.0,9,0.20497932919752904,3.189274726229059e-181,7.478354814223735,0.054537481857604854,44799,0.6669791736422688,0.00984396973146722,0
imbalance_05,inf,0,0.1755606103584544,1.011233839974136e-132,7.952313908938436,0.054280865952610786,44800,0.6669866071428572,0.00984375,0
imbalance_05,inf,1,0.19670164943842994,9.238850252278937e-167,5.631843051784813,0.05436534947810032,44800,0.66703125,0.00984375,0
imbalance_05,inf,2,0.1793637093918226,1.5328120022286363e-138,9.291358107690826,0.05520756004252958,44799,0.6670014955690975,0.00984396973146722,0
imbalance_05,inf,3,0.18788618404137217,4.592118778274471e-152,4.041654191412022,0.05383083950908629,44799,0.6670238174959262,0.00984396973146722,0
imbalance_05,inf,4,0.161890958609106,6.829708958468798e-113,4.382311118129451,0.05453257217771985,44799,0.6670014955690975,0.00984396973146722,0
imbalance_05,inf,5,0.1804627587773596,3.0135241762197377e-140,7.1832701557772225,0.05404465930697494,44799,0.6670014955690975,0.009799325877809772,0
imbalance_05,inf,6,0.1368463873647057,6.515391645300145e-81,4.345538106268123,0.05367837436819606,44799,0.6670238174959262,0.009821647804638496,0
imbalance_05,inf,7,0.16977250345976377,4.056839581947228e-124,4.760397717634305,0.05458315946996059,44799,0.6670238174959262,0.009866291658295945,0
imbalance_05,inf,8,0.1985936892043749,5.2097485912307674e-170,8.962783742013585,0.054783592509875245,44800,0.66703125,0.00984375,0
imbalance_05,inf,9,0.20188939586433305,9.496128793030226e-176,9.67036403249233,0.05460668811953698,44799,0.6670238174959262,0.009821647804638496,0
